,Nom,Artiste,Genre,Annee,Paroles
1469,Misery Business,Paramore,pop,2007,[Intro]      Hit that   hit that snare         [Verse 1]   I'm in the business of misery      let's take it from the top   She's got a body like an hourglass   it's ticking like a clock      It's a matter of time before we all run out      When I thought he was mine   she caught him by the mouth   I waited eight long months   she finally set him free      I told him I couldn't lie   he was the only one for me   Two weeks and we caught on fire      She's got it out for me   but I wear the biggest smile         [Chorus]   Woah   I never meant to brag   But I got him where I want him now   Woah   it was never my intention to brag   To steal it all away from you now   But God   does it feel so good   'Cause I got him where I want him now      And if you could   then you know you would   'Cause God   it just feels so   It just feels so good      [Verse 2]   Second chances   they don't ever matter   people never change   Once a whore   you're nothing more   I'm sorry   that'll never change      And about forgiveness   we're both supposed to have exchanged   I'm sorry   honey   but I passed it up   now look this way      Well   there's a million other girls who do it just like you   Looking as innocent as possible to get to who      They want and what they like   it's easy if you do it right   Well   I refuse   I refuse   I refuse
1470,"Dear Maria, Count Me In",All Time Low,rock,2007,Unknown
1471,Proper Education - Radio Edit,Eric Prydz,house,2007,We don't need no education   We don't need no thought control   No dark sarcasm in the classroom   Teacher leave them kids alone   Hey! Teacher! Leave them kids alone!   All in all it's just another brick in the wall   (All in all you're just) another brick in the wall   We don't need no education   We don't need no thought control   No dark sarcasm in the classroom   Teacher leave them kids alone   Hey! Teacher! Leave them kids alone!   All in all it's just another brick in the wall   (All in all you're just) another brick in the wall   We don't need no education   We don't need no thought control   No dark sarcasm in the classroom   Teacher leave them kids alone   Hey! Teacher! Leave them kids alone!   All in all it's just another brick in the wall   (All in all you're just) another brick in the wall   We don't need no education...
1472,Face Down,The Red Jumpsuit Apparatus,pop,2007,"[Verse 1]   Hey girl   you know you drive me crazy   One look puts the rhythm in my hand   Still   I'll never understand why you hang around   I see what's going down      Cover up with makeup in the mirror   Tell yourself   ""It's never gonna happen again""   You cry alone   and then   He swears he loves you         [Chorus]   Do you feel like a man when you push her around?   Do you feel better now   as she falls to the ground?      Well   I'll tell you my friend   one day this world's going to end   As your lies crumble down   a new life she has found         [Verse 2]   A pebble in the water makes a ripple effect   Every action in this world'll bear a consequence      If you wade around forever   you will surely drown   I see what's going down         [Pre-Chorus]   I see the way you go and say you're right again   Say you're right again   heed my lecture"
1473,Goodbye Mr A,The Hoosiers,pop,2007,[Intro]   (Goodbye   Mr. A   ooh)      [Verse 1]   There's a hole in your logic   You who know all the answers   oh-oh oh-oh   You claim science ain't magic   And expect me to buy it         [Chorus]   Goodbye   Mr. A   You promised you would love us   but you knew too much   Goodbye   Mr. A   You had all the answers   but no human touch   If life is subtraction   your number is up   Your love is a fraction   it's not adding up         [Verse 2]   So busy showing me where I'm wrong   You forgot to switch your feelings on      oh-oh oh-oh   So   so superior   are you not?   You'd love a little bit   but you forgot      [Chorus]   Goodbye   Mr. A (Goodbye   Mr. A)   You promised you would love us   but you knew too much (You knew too much)   Goodbye   Mr. A (Bye   Mr. A)   You had all the answers   but no human touch (No human touch)   If life is subtraction   your number is up   Your love is a fraction   it's not adding up
1474,Your Love Alone Is Not Enough (feat. Nina Persson),Manic Street Preachers,rock,2007,[Verse 1]   Your love alone   Is not enough   not enough   not enough   When times get tough   Oh   they get tough   they get tough   they get tough      Trade all your heroes   In for ghosts   in for ghosts   in for ghosts      They're always the ones that   Love you most   love you most   love you most      Your love alone   Is not enough   not enough   not enough   It's what you felt   It's what you said   what you said   what you said      You said the sky would   Fall on you   fall on you   fall on you   Through all the pain   Your eyes stayed blue   they stayed blue   baby blue         [Chorus 1]   But your love alone won't save the world   You knew the secret of the universe   Despite it all you made it worse   It left you lonely   It left you cursed
1475,Patience,Take That,pop,2007,[Verse 1]   Just have a little patience   I'm still hurting from a love I lost   I'm feeling your frustration   But any minute all the pain will stop         [Pre-Chorus 1]   Just hold me close inside your arms tonight   Don't be too hard on my emotions         [Chorus:]   'Cause I   Need time   My heart is numb   has no feeling   So while I'm still healing   Just try and have a little patience         [Verse 2]   I really wanna start over again   I know you wanna be my salvation   The one that I can always depend         [Pre-Chorus 2]   I'll try to be strong   Believe me   I'm trying to move on   It's complicated but understand me
1476,U + Ur Hand,P!nk,pop,2007,Unknown
1477,Stronger,Kanye West,rap,2007,[Produced by Kanye West   Mike Dean   and Timbaland]         [Intro: Daft Punk]   Work it   make it   do it   makes us   Harder   better   faster   stronger         [Chorus: Kanye West & Daft Punk]      N-Now th-that that don't kill me   Can only make me stronger      I need you to hurry up now   'Cause I can't wait much longer   I know I got to be right now   'Cause I can't get much wronger   Man   I've been waiting all night now   That's how long I been on ya   (Work it harder   make it better   Do it faster   makes us stronger)      (I need you right now!)      (More than ever   hour after hour   Work–)   (I need you right now!)         [Verse 1: Kanye West]   Let's get lost tonight   You could be my black Kate Moss tonight      Play secretary   I'm the boss tonight      And you don't give a fuck what they all say   right?   Awesome   the Christian in Christian Dior      Damn   they don't make 'em like this anymore   I ask   'cause I'm not sure   Do anybody make real shit anymore?      Bow in the presence of greatness   'Cause right now   thou hast forsaken us      You should be honored by my lateness   That I would even show up to this fake shit      So go ahead   go nuts   go apeshit!   'Specially in my Pastellé   on my Bape shit      Act like you can't tell who made this   New Gospel   homie   take six   And take this   haters!
1478,Girlfriend,Avril Lavigne,pop,2007,[Chorus]      Hey   hey   you   you   I don't like your girlfriend   No way   no way   I think you need a new one   Hey   hey   you   you   I could be your girlfriend      Hey   hey   you   you   I know that you like me   No way   no way   you know it's not a secret   Hey   hey   you   you   I want to be your girlfriend      [Verse 1]   You're so fine   I want you mine   you're so delicious   I think about you all the time   you're so addictive   Don't you know what I can do to make you feel alright?   Don't pretend   I think you know I'm damn precious   And hell yeah   I'm the motherfuckin' princess   I can tell you like me too and you know I'm right      [Pre-Chorus]   She's like so whatever   You could do so much better   I think we should get together now   And that's what everyone's talkin' about      [Chorus]      Hey   hey   you   you   I don't like your girlfriend   No way   no way   I think you need a new one   Hey   hey   you   you   I could be your girlfriend      Hey   hey   you   you   I know that you like me   No way   no way   you know it's not a secret   Hey   hey   you   you   I want to be your girlfriend
1479,Happy Ending,MIKA,pop,2007,[Intro: Ida Falk Winland]   This is the way you left me   I'm not pretending   No hope   no love   no glory   no happy ending   This is the way that we love   like it's forever   Then live the rest of our life but not together      [Verse 1: MIKA]   Wake up in the mornin'   stumble on my life   Can't get no love without sacrifice   If anything should happen   I guess I wish you well   Mm   a little bit of heaven   but a little bit of hell      [Pre-Chorus: MIKA]   This is the hardest story that I've ever told   No hope or love or glory   happy endings gone forever more      [Chorus: MIKA]   I feel as if I'm wasted   And I'm wastin' every day      [Refrain: Ida Falk Winland]   This is the way you left me   I'm not pretending   No hope   no love   no glory   no happy ending   This is the way that we love   like it's forever   Then live the rest of our life but not together
